text,key,en_a1,en_a2,en_a3,en_a4,en_a5,en_a6
<handle replaced>love ur booming laughter wont let u be replaced! Kapil sharma are u listening,question_2,,0.0,,,,1.0
<handle replaced>love ur vagina,question_2,,,,,1.0,
<handle replaced>love your body transformation!! could you help people suffering from knocked knees to transform without surgery too?,question_2,,,0.0,,,
<handle replaced>loved your song #DuggaElo and the video 🌸❤️ You have the best voice 😍🙏🏻 Best Gift For Durga Pooja 😊,question_2,,,0.0,,,
"<handle replaced>lower or higher, the appointment of judges is fast revealing itself to being a huge scam. the misogyny and chauvinism are killing not just the country, but democracy and justice.",question_2,,,,0.0,,
"<handle replaced>ma,am, why r u nt  making a flim on Safdar hashmi?.. bcz we dnt knw much abt him..",question_2,,,,,0.0,
<handle replaced>madam is #SweetyShetty aka #AnushkaShetty party of #PonniyinSelvan ? What role is she playing - #Kundavai?,question_2,,,,,0.0,
<handle replaced>madam stop your appeasement n undemocratic politics it is Public who supports BJP not political parties so just do not dream of isolating the biggest party of the country n just don't dream as u dreamnt in May 2019 to become PM with help of Chandra Babu naidu,question_2,,,,0.0,,
"<handle replaced>mam, ignore him they are immoral people.",question_2,,,,0.0,,
<handle replaced>mani Shankar Iyer asked for help on pakistani channel to get rid of Modi in India this fool is your Hero,question_2,,,,,,0.0
<handle replaced>married to Kapeesh? :p,question_2,,,,,,1.0
<handle replaced>marry me @,question_2,,,,0.0,,
<handle replaced>mashalllllllllah so cute baby,question_2,,,,,,1.0
<handle replaced>may answer to this? Fake women..,question_2,,,,,1.0,
<handle replaced>maybe you are just annoyed it’s a deeper skinned south indian family portrayed? Haven’t we seen all types of South Asians except for us.,question_2,,,,0.0,,
<handle replaced>medha ppl like you are big shame on india. You only want ur politics u have nothing to do with ppl. Stop making fool to others,question_2,,,0.0,,,
<handle replaced>millones of minorities are suffering becoz of fasist govt <handle replaced>..and you as a independant opinionated girl not saying a Word....SHAME ON YOU DEEPIKA...AFTER ALL YOU ARE A PIECE OF ATTENTION SEEKING CRAP,question_2,,,,,,1.0
<handle replaced>most battameez sadyasa of the house #BigBoss15,question_2,,,0.0,,,
<handle replaced>movie Title   #Maanagaram #kaithi #Thalapathy64 Title Keep Guessing  His Title  will be match perfect to the Story.. Cannot wait for ittt  #T64FLFeastTomorrow,question_2,,,,,0.0,
<handle replaced>must be some dumb foul mouthed feminazi …,question_2,,0.0,,,,
<handle replaced>must seek reparations,question_2,,0.0,,,,0.0
"<handle replaced>my beautiful women in world,",question_2,,,,0.0,,
<handle replaced>my dad keeps asking “engane unde corona days” like  it’s a sequel to Bangalore days.,question_2,,,,,,0.0
<handle replaced>my my,question_2,,,,,,0.0
"<handle replaced>na fr, lock his ass up &amp; let's see how the real steppers feel about guys who r*pe &amp; assault women. that's a living hell for him!",question_2,,,1.0,,,0.0
"<handle replaced>nafrat do tareeke se byakt kiya ja sakta hai. 1 s overt obvious which d extreme right or left express nd d othr s ths way, a innocent cute but deep seated hatred masked and camouflaged in a package of righteousness. Thing s u think ths a one of remark but we dnt mistake ths guys",question_2,,,,,0.0,
<handle replaced>nalla cannot be a man lmao.,question_2,,,,,,1.0
<handle replaced>nice,question_2,,,,0.0,,
<handle replaced>nice bumping into you earlier today! Good luck for 2020!,question_2,,,,,0.0,0.0
<handle replaced>nice smile like 16 year old,question_2,,,,0.0,,
"<handle replaced>nice...acha please tell Sarthak at 94.3, he's been prounouncing 'aparthied' as aparthade instead of aparthiiiide...this ones a bad mistake, pronunciation is sacred",question_2,,,,,,0.0
<handle replaced>no Muslim leader has taught to kill others or to harm others! Islam has taught us to be nice to everyone even if it's your enemy! And how can you blame a whole community by the sin done by a single person?,question_2,,,,0.0,,
<handle replaced>no one except fak people dislike hr.. #RoarLikeSana,question_2,,,0.0,,,
<handle replaced>no question cute ass 😌,question_2,,,,,0.0,
<handle replaced>no trump made a mistake in covid just as modi does. but trump will nt sell his country to chinease. biden will.,question_2,,,,0.0,,
<handle replaced>none!! i would never give a mortal that much power &gt;.&lt;,question_2,,,,,0.0,
"<handle replaced>not life... u r beautiful.. my ideal in terms of talent, beauty and fitness. U r so feminine want 2B like u",question_2,,,0.0,,,
<handle replaced>not only that GOI would also not listen to militant sympathizers like you..what a waste,question_2,,0.0,,,,
<handle replaced>not showing up shows her sense of entitlement. Sour that she didnt win like she expected lol #BiggBossTamil,question_2,,,,,0.0,
<handle replaced>now that’s.... how u clear a bitch,question_2,,,1.0,,,
<handle replaced>nrc supports our brothers suffering in other Islamic countries so shut up you are a woman no need to interfere here,question_2,,1.0,,,,
"<handle replaced>of Indian Politics <handle replaced>""PM want to Kill ME""",question_2,,0.0,,,,
"<handle replaced>of course you know about being an annoying bitch, sombra player 🥱",question_2,,,,,0.0,
<handle replaced>oh anti national shameless,question_2,,,0.0,,,
<handle replaced>oh my god i am that bitch aren’t i,question_2,,,0.0,,,
<handle replaced>oh shut the crap...,question_2,,,,,1.0,
"<handle replaced>oh things will get better, don’t you worry. i hope whatever or whoever was annoying you is done with, and you get to have a lovely evening ahead! 🌻",question_2,,,,0.0,,
<handle replaced>oh well that is homophobic 😅   /nm,question_2,,,,,,1.0
<handle replaced>oh! yes. Proletariat were empowered in West Bengal all these years. Not to speak of its great success in Kerala. WoW!,question_2,1.0,,1.0,,,
<handle replaced>oh/ok,question_2,,,,0.0,,
"<handle replaced>ohh....very nice, finally the auspicious day to punish these criminals has come after feeding these cruel creatures with biryanis for so many years. A big shame to Indian judicial system...",question_2,,,,,1.0,
<handle replaced>ohhh so do we need people like you who get pregnant while they go on protest?,question_2,,,1.0,,,
<handle replaced>ok shoot! .... heeeeeeeee haaaaaaaaa!!!! .... yes! yes! yes! yes! .... phew! (~_*) .... Hope you good! (~_*) .... :-) ....,question_2,,,,0.0,,
<handle replaced>ok wat the literal fuq,question_2,,,,,0.0,
<handle replaced>once again it’s time for you to go back to the place u deserve that’s the jail  #RheaChakraborty #ncb #chargsheet,question_2,,,,,,1.0
<handle replaced>one question to you Madam! Why would someone buy gold jewelry at higher than market rate and pay the difference to the seller? How will <handle replaced>ever make money buying at higher rate and where are they getting the money for that? Why are you luring gullible people,question_2,,,,0.0,,
<handle replaced>oop i always thought i was a bitch hdjdjfkjdkskjfks,question_2,,0.0,,,,
<handle replaced>or the shit just won’t work💯,question_2,,,,,0.0,
<handle replaced>page not found it says,question_2,,,,,0.0,
<handle replaced>paid bitches,question_2,,,,0.0,,
<handle replaced>people forced him into drugs. poor chap.,question_2,,,,,,0.0
<handle replaced>please advise mad ummm before she speaks rubbish like this .Damage to public property is wrong but no one's dependent here,question_2,,0.0,,,,
<handle replaced>please come back Chandra mukhi ji I am missed f.i.r so much,question_2,,,,,,0.0
<handle replaced>please help me akka please reply me,question_2,,,,0.0,,
<handle replaced>please just do a concert so I can sing all your songs with you 😩 I just love you,question_2,,0.0,,,,
<handle replaced>please pray for ur on screen mother of Heer Ranjha  ,question_2,,,0.0,,,
"<handle replaced>please propose an exchange with #Papistan  Bring all these endangered, impoverished Hindus &amp; send all the Darra Hua Musalmans--#ShabanaAzmi, #HamidAnsari, #SabaNaqvi, #RowdyTablighis, #OwaisiBrothers etcetra &amp; their sympathisers to #Papistan.   Let them flourish there",question_2,,0.0,,,,
<handle replaced>please tweet about the regressive behaviour of Salman khan..u have seen it first hand.. the man needs to be brought down from his high horse and shown the mirror #BB13,question_2,,,,,,0.0
<handle replaced>pls one tweet for this tagline  JUSTICE FOR PRATIK,question_2,,,0.0,,,
"<handle replaced>plz maam help me for treatments of my husband, plz",question_2,,,,,,1.0
<handle replaced>popular tv actress!!! Oooo wat a joke that u call urself actress.fake accent overacting thats wat u can do. Just do mercy on viewers just leave ur silly PAKAU ACTING,question_2,,1.0,,,,
<handle replaced>ppl make parody on bmc get jailed..now wht when bmc caught napping,question_2,,,,,,0.0
<handle replaced>prime accused in #SSRDeath mystery is acting &amp; this pathetic <handle replaced>media is going gaga over her. It's the handy work of #dcompany &amp; #BollywoodMafia involving <handle replaced><handle replaced>is known to all #JusticeForSushantSinghRajput    ,question_2,,,,,,1.0
<handle replaced>pronouncing condom like that 🙄#cringe,question_2,,,0.0,,,
<handle replaced>protesters are bjp goons you better arrest them dont make up fake stories or i will report you to twitter USA got it,question_2,,,,,,0.0
<handle replaced>pull up bitch,question_2,,,1.0,,,
<handle replaced>r u pairing opposite puneeth rajkumar in James movie ...,question_2,,,,,0.0,
<handle replaced>r*ndi you don’t even stay active that’s why I get forced to kick you,question_2,,,,,,1.0
<handle replaced>rape case,question_2,,,,,0.0,
<handle replaced>rapists #womenaretrash,question_2,,,1.0,,,
<handle replaced>really ur such an immoral person.karma will teach u lesson 1 day.dnt use fake love n cheat any1.worst lady.,question_2,,,,,1.0,
<handle replaced>reply me I heard the news she is not well,question_2,,,0.0,,,
<handle replaced>resplendent both Ganapthy and U Simran,question_2,,,0.0,,,
<handle replaced>rice bags like you deserve a special place in hell,question_2,,0.0,,,,
<handle replaced>ripu sudan lol.....🤣🤣🤣 who the f would name their kid ripu sudan 🤣🤣🤣,question_2,,,,0.0,,
"<handle replaced>saw today #Yaan, I really liked this Movie, it was a good story!1-2 scenes were a bit unlogic 4 me.",question_2,,0.0,,,,
<handle replaced>scumbags,question_2,,,,0.0,,
<handle replaced>seed that whore ......,question_2,,,,,1.0,
<handle replaced>seen your video  without make up aap log kaise dikhte hai lol,question_2,,,,,1.0,
<handle replaced>selective journalism leads to criticism . Criticizing particular religion leads to hatred 😂.,question_2,,,0.0,,,
<handle replaced>sexy,question_2,,,,,1.0,
<handle replaced>sexy as hell,question_2,,,,,1.0,
<handle replaced>sexy is d word,question_2,0.0,,,,,1.0
<handle replaced>shame on you  ,question_2,,0.0,,,,
<handle replaced>shame on you for misinterpreting about word HALLELUJAH !! stop doing ur nonsense comedy ...,question_2,,0.0,,,,
<handle replaced>shares a beautiful picture of breastfeeding and people started shaming her. What a world we live in. Disgusting and pathetic.,question_2,,,,,0.0,
"<handle replaced>she is 43, her ' toolkit ' will look like 👉🦇",question_2,,,1.0,,,
<handle replaced>she is so much obsessed with Sid that everything that she says only has SID in it.Its a one sided love and Rashmi had made it very clear. Just bcos sid dont entertain her she is only in BB to tarnish his image n speak shit abt him. <handle replaced>bakwas aurat,question_2,,,1.0,,,
<handle replaced>shut up bitch,question_2,,,,,,1.0
<handle replaced>sissy tell about your followers In one line.,question_2,,,1.0,,,
<handle replaced>so apt for you lady,question_2,,,,,1.0,
<handle replaced>so her whiteness and upper-class intersect with gender to disadvantage her more than a Black man with Muslim name?,question_2,,,,,,0.0
<handle replaced>so shameless you are   He has earned everything with his hardwork and what will you accomplish by following his fcs Khudke toh fans hai Nahi tere dusro ke aithne ka Acha plan hai You and your family never leave a stone unturned to demean him Such a disgrace you are,question_2,,,,0.0,,
<handle replaced>so this vl bring congress union gvt?? than congrats for victory 🤣🤣🤣🤣🤣.,question_2,,,,,,0.0
<handle replaced>social worker or lyncher????  ,question_2,1.0,,1.0,,,
"<handle replaced>some desperate bimbo that’ll say anything to keep someone, even if it means getting beat up for it.. didn’t care what she said about me, i draw a line when it comes to my baby he didn’t do anything but be born. crazyyy",question_2,,,,1.0,,
<handle replaced>some whore.,question_2,,,,1.0,,
<handle replaced>sorry to say but u were the idol for comedian but the way u do prank on the word of God than u r useless.who r u to make fun of hallelujah word don't forget wt ever u r today it's bcz of the almighty god.madam Don't cross ur limits.god will not spare u .,question_2,,,,0.0,,
<handle replaced>speaking facts and like a boss.   💯 agree. People who are crying nepotism acts as if they ain't happy being their parents son or daughter. They're sadist who just crib.,question_2,,,,0.0,,
<handle replaced>spineless,question_2,,0.0,,,,
<handle replaced>srs tho let’s normalize cutting of men’s penis’s when they try to r*pe you,question_2,,,0.0,,,
<handle replaced>step on me <handle replaced>,question_2,,0.0,,,,
<handle replaced>still that look mam,question_2,,0.0,,,,
<handle replaced>stop it ffs 🤦‍♀️,question_2,,0.0,,,,
<handle replaced>stop watching TV channels.. and india is a great country to leave than anything around... TRP hungry guys make false envrnmnt,question_2,,0.0,,,,
<handle replaced>stupid bitch,question_2,,0.0,,,,
<handle replaced>stupid bitch- girl in red,question_2,1.0,,1.0,,,
<handle replaced>stupid bum ass bitches dude! fuck,question_2,,,,,1.0,
<handle replaced>such a shameless. fake for life.,question_2,,,0.0,,,
<handle replaced>sucks?,question_2,,,0.0,,,
<handle replaced>super hottie💋👄,question_2,,0.0,,,,
"<handle replaced>support all police for brave action against , bomb carrying jihadis in Delhi , show you aren't dumb anymore.",question_2,,,0.0,,,
<handle replaced>tai why are you deleting our comments on insta?? yeh dar accha hai😂😂🤣🤣🤣🤣 bloody tai you will rot in hell!! SUSHANT JUSTICE MATTERS #Insaaf4SSR,question_2,,1.0,,,,
<handle replaced>take in without pushing back the foreskin. coz no foreskin.,question_2,,,,,1.0,
<handle replaced>tang ina cheater #womenaretrash,question_2,,,,1.0,,
<handle replaced>tell me abt it! Disadvantages of being a celeb!,question_2,,0.0,,,,
<handle replaced>th toh boss apne didi ke umbrella ke niche hamesha rahegi.... loads of love for the umbrella taking all ur shit kyun #ShilpaShettyji,question_2,,,,0.0,,
<handle replaced>thamana,question_2,,,,0.0,,
<handle replaced>thanx,question_2,,,,,0.0,
<handle replaced>thanx for such an awsum show ..loved it ...lived it ...small request don't take back shashank 🙏🙏,question_2,,,,,0.0,
<handle replaced>that bitch deserved it,question_2,,0.0,,,,
<handle replaced>that bitch wants clout,question_2,,0.0,,,,
<handle replaced>that's such a pretty mask!!!,question_2,,,,,0.0,
<handle replaced>that's why u were with sid.....shameless oppourtunistic lady😠😤😤,question_2,,,1.0,,,
<handle replaced>the arrested are OBCs,question_2,,,,0.0,,
"<handle replaced>the fact checkers, facts are f**ked up . Absolutely politically motivated to provoking communal row. Shame on these sickular Yellow journalists. #FakeNews specialist. #UPPolice great job.",question_2,,,0.0,,,
<handle replaced>the lady that has to record herself saying she’s a whore and then he continued to beat her 💔,question_2,,0.0,,,,
"<handle replaced>the orange bitch did his job, destroy america from within. just like putin ordered him too. and he doesn't miss that bitch because he has a whole cadre of bitches he met on july 4 2018. his <handle replaced>party will continue to destroy democracy in america whenever he orders it",question_2,,,,,1.0,
<handle replaced>the way chris is a semi tier whore in both smash and mkwii,question_2,,0.0,,,,
<handle replaced>then next time lock that bitch so they can’t get in,question_2,1.0,1.0,,,,
"<handle replaced>there is saying: ""spit whore in the eyes &amp; she'll call it a morning dew"". this ppl are in conscious denial. they live in self-constructed reality and anything that doesn't conform to it - is from the devious.",question_2,,,,,1.0,1.0
"<handle replaced>there should be debate Madhu ji...why we Hindus r Tolerating Bullshit...is Minorities[Islam&amp;Christianity] did any favour to others...they came India to Loot...every year thousands of Jihad attacks happening, but Courts r pin drop silence",question_2,,,,,,1.0
<handle replaced>these Bollywood self-proclaimed stars are actually worried abt themselves bcz they can be exposed too. shame on these people who are supporting drug addicts..,question_2,,,,0.0,,
<handle replaced>they always think people do this for money lol ... such an odd coping mechanism,question_2,,,,0.0,,
<handle replaced>they are obsessed. like stalkers. dangerous.,question_2,,,0.0,,,
<handle replaced>they did her so dirty,question_2,,,,0.0,,
<handle replaced>they once again showed thr Dirty face of how pissfull thy are,question_2,,0.0,,,,
"<handle replaced>they said ""how much can we whore one man out?"" 🤔 and the created enmu tamio",question_2,,,,,0.0,
<handle replaced>this <handle replaced>name should be in FIR too . This is the one who always thrown ghee in fire  in spreading hate n riots in society,question_2,,0.0,,,,
<handle replaced>this bitch better square the fuck up,question_2,,,,,1.0,
"<handle replaced>this bitches are gay, good for them good for them",question_2,,,0.0,,,
<handle replaced>this is #CrimeByWomen,question_2,,,,,,1.0
<handle replaced>this one is a cool bitch,question_2,,,1.0,,0.0,
"<handle replaced>this tweet proves, we are doing right things.",question_2,,,,,0.0,
<handle replaced>this why u the bimbo,question_2,,,1.0,,1.0,
<handle replaced>time over for #ModiMadeDisaster and #ModiLies because #IndiaTrustsCongress!  People of India want Congress back as its only party that is committed to empowering all Indians! #CongressNeVachanNibhaya  Jai Congress Party  Jai Rahul Gandhi ji,question_2,,,,,0.0,
"<handle replaced>tour a couple of scumbags....your grandfather was an amazing, loyal and true gentleman. You should be so embarassed....",question_2,,,0.0,,,
<handle replaced>tq u to accept my request jyo ka. U r the best before n if u come back ... Now... Hope to c u in gud movies....,question_2,,0.0,,,,
"<handle replaced>true that ! And the worst part is ! They never realise !! They always talk as if we r wrong , onnum panna mudiyadhu 😐",question_2,,,,0.0,,
<handle replaced>tsk tsk you are just a fool who is unknowingly supporting the islamo-fascism mindset. Its its totally okay I will forgive you for that,question_2,,,,,0.0,
<handle replaced>tu hai kya re randi Arrogant bitch Your career will be destroyed Just wait and watch,question_2,,,1.0,,,
<handle replaced>tweets rn feels like I just switched to Astha Tv😂 ik it's for the project but you not ranting is strange,question_2,,,,,,0.0
<handle replaced>two beggars met at their usual adda after doing their beat. B1 how was your day? B2 you know the madam who shoos me away everyday shooed me away today too. but you know the bitch who gives alms everyday shooed me away today. B2 the bitch. B1 yeah the bitch.,question_2,,,1.0,,,
<handle replaced>u are the greatest slut of the world,question_2,,,,,1.0,
<handle replaced>u crazy or what. .. but you got guts lady. ..,question_2,,,,,,1.0
<handle replaced>u have gone nuts praising siddharth,question_2,,,,,0.0,
"<handle replaced>u know why we hate you, next time u r  confused about this, check ur tweets n read what kind of worms you support.  u deserve to be trolled, thrashed, cursed.  #CheapSoul  ",question_2,,0.0,,,,
"<handle replaced>u r such a good actor. Why to show women victimized, beaten, bechari, (crying in almost every scene) in every movie, webseries u do. See #arya &amp; movies of <handle replaced> U shud show that women of today is more powerful than ever. #CriminalJusticeS2  <handle replaced>",question_2,,,0.0,,,
<handle replaced>u rocks love u,question_2,,,0.0,,,
<handle replaced>u so pretty,question_2,,,,,,1.0
<handle replaced>u super milf,question_2,,1.0,,,,
<handle replaced>ur acting super mam,question_2,,,0.0,,,
"<handle replaced>ur fans have been worst to her.and even trolled Mugdha for no reason.and still shows love for your jodi .always gave credits to u guys.even after this ,ur fans will keep targeting her unnecessaryly.mugdha is pure soul.😭😭",question_2,,,,,,0.0
<handle replaced>ur looking fabulous and beautiful,question_2,,,,,,0.0
<handle replaced>ur older whore,question_2,,,1.0,,,
<handle replaced>us when,question_2,,,,,0.0,
<handle replaced>uses  <handle replaced>products... And that's the reason why her face is full of happiness.  Her secret for glowing skin #TheHappinessFormula  ,question_2,0.0,,,,0.0,
<handle replaced>veda you are so beautiful...you are h wonderful cricketer...mene apko achhe kapil sharma show me dekha...me apka fan ho gya hu...me apse ek bar milna chahta hu plzz veda compromise....I like you veda 🌹🌹,question_2,,,1.0,,,
<handle replaced>very sexy on beach,question_2,,,1.0,,,
<handle replaced>voice after 14 days fast is justice &amp; humanity <handle replaced>listen to voice of reason not police brutality #indigenousday,question_2,,,,,,0.0
"<handle replaced>wait wasn't that the band with the  &gt;thirteen sexual offences against children, including the attempted rape of a one-year-old girl.  oh yea, that's the one..",question_2,,,,0.0,,
<handle replaced>want to get in touch with you regarding a shoot,question_2,,,1.0,,,0.0
<handle replaced>was a huge fan of u inspite if your rude n crass jokes... But now u have fallen on a new low... To make fun of a holy word like HALLELUJAH n tat too in a very disrespectful n crappy way... Shame... May Our divine Lord forgive U..,question_2,,,0.0,,,
<handle replaced>was fucking hilarious in Ae Dil Hai Mushkil Lmaoo Sona kitna sona hai 😭😭😭😩,question_2,,,,0.0,,
<handle replaced>was missing you. Don’t know what you are up to now. Hope you are doing great. May god bless you. You were not my first favourite on #bb10 but you were a warrior bani. I recall you in my life in few phases. Keep winning yourself. I can sense your heart. Your #BaniFam is 👌,question_2,,,,,,1.0
<handle replaced>was plotting against shukla and team ki inke group ko kese todna hai with her two puppies ramlaal and asim.. How disgusting u are??,question_2,,,,,1.0,
<handle replaced>was strange in this act. That's why she never reported it. Now not able to do so..,question_2,,0.0,,,,
<handle replaced>watched official #TarikhTrailer it was amazing mam. Specially that child artist she was amazing. Everyone in this trailer was awesome #Apu sir <handle replaced>#RitwickChakraborty everyone. Looking forward for Release. All the best team <handle replaced>sir and <handle replaced>,question_2,,,0.0,0.0,,
<handle replaced>we ant got any interest. Go to hell.,question_2,,,,0.0,,
<handle replaced>we are with farmers,question_2,,,,,,0.0
"<handle replaced>we feel pity about u having married a stupid anti India and anti Hindu idiot called Maniratnam, how dare he is selective intolerant against India, if he is intolerant in India let him go and do film in pak. Otherwise, It’s better he apologises to d nation.",question_2,,,,0.0,,
<handle replaced>we hope you &amp; some ppl got the answer that #KasautiiZindagiiKay is all about only #AnuPre .Genuine Viewers only love to see them only .This time no third wheel or any other couple will work out. So please keep focus on AnuPre only. #ParthSamthaan #EricaFernandes,question_2,,,,,0.0,
<handle replaced>we invite you to join the growing movement led by mothers for clean air <handle replaced>for your children and those who need someone as compassionate and caring as you to fight for their right to breathe clean air. #smokefree #Diwali #dhoomdhamakawithoutpatakha,question_2,,0.0,,,,
<handle replaced>we want to know how you started drugs? Not college kids who don't know diff between mistake and crime. Legal and illegal. Harmful effects. Shameful for your simple family. Drugs will make you cool really??? Disaster.,question_2,,0.0,,,,
<handle replaced>we're all just his whores,question_2,,0.0,,,,
<handle replaced>weak ass bitches,question_2,,,1.0,,,
<handle replaced>welcome champion.. god bless for bright future..,question_2,,0.0,,,,
<handle replaced>well bitch hold on,question_2,,,1.0,,,
<handle replaced>wellcome back u again in #bd for hosting #BPL season 4!! We can't wait to much to see again in cricket field!!,question_2,,,0.0,,,
<handle replaced>whaaaaaat a voice ❣️❣️   ,question_2,,,,,,1.0
<handle replaced>what a boredom she is yaar...she screwed up the entire weekend ka waar #BigBoss15,question_2,,,1.0,,,
<handle replaced>what a racist attention whore,question_2,,,,,0.0,
<handle replaced>what a shame .most disgusting.,question_2,,,,,,0.0
<handle replaced>what do you think of your self mam Bad very bad,question_2,,,,0.0,,
"<handle replaced>what goes around comes around.....that APP forgot...they thought that winning local elections have made them very popular that even if they ignore fact , the masses are aware that AAP is a BJP B team",question_2,,,,0.0,,
<handle replaced>what is the end for this?the courts have not accepted NBA's plea.,question_2,,,0.0,,,
<handle replaced>what is the need when Pakistan is already in the grey list of FATF and fastest mover towards being blacklisted...now after World has recognised the Dajjal...it is time for #Ghazwa_e_Sindh   Sufi as a 'way of life' be recognised as Yindoo/Thiantu/Sindhu/Hindu  #SufiNetwork_SCO,question_2,,,0.0,,,
<handle replaced>what kind of cheep women your just for the game your bringing totally unwanted issue about #Saran bitch  #SurvivorTamil,question_2,,,,,,1.0
<handle replaced>what rotten family and a filthy mother that must be where you were born,question_2,,,,,1.0,
<handle replaced>what was the good starter's name that you said on Comicstaan 🙄  Have watched each episode twice and still miss the point where you said it 😑,question_2,,,0.0,,,
"<handle replaced>whatever Americans believe in, they hate communists... so commies don't need to be happy about anything in America",question_2,,0.0,,,,
<handle replaced>what’s funny about rape if you see yourself as the one getting raped????? yes if you laugh at a rape joke you think rape is funny something you share in common w rapists,question_2,,,,,0.0,
<handle replaced>when tanish and samrat were man handling her both lovable cunning nd wht not shud i name those ladeies where did ur honesty go where did your neethi bodhanalu strategies go?? Stupid lady!! Cope some sense in ur head <handle replaced><handle replaced>,question_2,,,1.0,,,
<handle replaced>when will the supreme court wake up..with new act *to be hanged till death* -_-,question_2,,,,,0.0,
<handle replaced>where do u come live? other than 17 at Banglore,question_2,,,,0.0,,
"<handle replaced>where r u ,can u update on your tour schedule",question_2,,0.0,,,,
<handle replaced>who actively led Anti-CAA protests in Jamia arrested by Delhi Special Cell after she was called for questioning on 2020pril 10. Delhi Police are completely misusing the lockdown to curb the voices of dissent   #ReleaseSafooraZargar  #ReleaseAllPoliticalPrisoners,question_2,,0.0,,,,
<handle replaced>who do you think i am dawg im a broke bitch,question_2,,0.0,,,,
<handle replaced>who is binod?,question_2,,,0.0,,,
"<handle replaced>who is evicted may be wondering why people are supporting Aari. Not even once Aari mentioned anyone using derogatory words, not even in their absence. You dont have this quality.   #AariArjunan",question_2,,,,,0.0,
<handle replaced>who is fucking we?,question_2,,,0.0,,,
<handle replaced>whore ‼️,question_2,,,1.0,,,
"<handle replaced>whore, 🔫🔫🔫, being a boy kisser",question_2,,0.0,,,,
<handle replaced>whore.,question_2,,,,,1.0,
<handle replaced>why are not speaking on HINDU mandir vandalization in Bangladesh. You are Pro Pakistani why don't you accept this.  <handle replaced>,question_2,,,0.0,,,
<handle replaced>why can’t you like any negative comments or tweets you receive  This shows how immature you are Never accepts your own mistake,question_2,,0.0,,,,
<handle replaced>why do selective outrage unless u r rac*ist n divisive from the core,question_2,,,0.0,,,
<handle replaced>why new id?,question_2,,0.0,,,,
"<handle replaced>why nobody questions Shukla  He is like God man questioning everyone irritating shouting disrespectful all but no one questions including Salman.   Why, is it coz Shenaz wants to cuddle around a teddy called Shukla.  Just get that fake Arti out",question_2,,,1.0,,,
<handle replaced>why the fuck this filth is even on my TL?,question_2,,,,,0.0,
<handle replaced>why u deleted this??? Shame!,question_2,,,0.0,,,
<handle replaced>why would you retweet such a tweet and encourage such undignified tweet?! Did you even read the tweet?!,question_2,,,0.0,,,
<handle replaced>will never be able to explain how #CAA is bad for Muslims. She is going around the world talking about Tamils etc... They have no answers.  Thanks to <handle replaced> for explaining to Saba. She is moving to #NRC now.,question_2,,,,,1.0,
<handle replaced>will u avenge that mom-daughter duo who fat-shamed u on the further episodes?bc m really looking forward to it 😊,question_2,,,,,,0.0
<handle replaced>wishing you a many more happy returns of the day Shraddha 💐💐🎂🎂❤️❤️❤️ Wishing you a lots of love ❤️ This year brings you a lots of love hapiness nd success 🤩🤩🤩,question_2,,,,,,1.0
<handle replaced>wishing you a very happy birthday... Lovely career ahead,question_2,,0.0,,,,
<handle replaced>woow woow getting young day by day ..,question_2,,,,0.0,,
<handle replaced>world legend madam. you are real champion . BHARAT RATNA milna hi chahiye.,question_2,,,0.0,,,
<handle replaced>worst cricketer ever india produced fuck off u bitch,question_2,,,1.0,,,1.0
<handle replaced>wots the relevance 😂😂😂,question_2,,,0.0,,,
<handle replaced>wow very hot sex,question_2,,,,,,1.0
<handle replaced>wow what a logic madam ji that means if somebody save a girl from a rapist she have to marry him Bravo madam ji,question_2,,,,,0.0,
<handle replaced>wow. You are<handle replaced>calling India an ‘imaginary democracy’. How low will you go? Just pathetic. Will never watch your movies again. And still not a single issue pointed in these three farm bills. Just rhetoric.,question_2,,,,,0.0,
<handle replaced>wrong interpretation and/or false information,question_2,,,,,,0.0
<handle replaced>x steady love 💜🎶,question_2,,0.0,0.0,,,
<handle replaced>y the hell hv u nt written INDIAN in ur bio?  #SHAMESHAME,question_2,,,,0.0,,
<handle replaced>yaapa.. she is abnormal.. Look at her ankles they are 180deg out of face...😰😰,question_2,,,,0.0,,
"<handle replaced>yahi soch hoti hai  leftist's , liberandus, wokes ki.Their logic, thinking , habits everything is a big  trash.",question_2,,,,,1.0,
<handle replaced>yeeah I do hopefully they don't think I'm a stuck up bitch or something,question_2,,,,0.0,,
<handle replaced>yes the ghawales are doing amazing. The only way Junglevaasis can win is by getting physical #PratikSehajpal   #BiggBoss15 #BB15,question_2,,,,,0.0,
"<handle replaced>yesterday was a chaos due to school kids left unattended in Imagica, screaming, howling, pushing, littering, it ruined fun.",question_2,,,,,0.0,
<handle replaced>yikes thats hottt,question_2,,,,0.0,,
<handle replaced>you are Angel 😍😍❣💜♥️,question_2,,,0.0,,,
<handle replaced>you are a fuckin goddess,question_2,,,,,0.0,
<handle replaced>you are an enigma,question_2,,0.0,,,,
<handle replaced>you are bloody ba****to  sex maniac #SushantInOurHeartsForever  #SushantSinghRajpoot  #RheaChakraborty thoooooo disgusting antihindu jihad,question_2,,1.0,,,,
<handle replaced>you are from North east..you know the current situation of Assam..why are you supported #CAB..,question_2,,,,,0.0,
